37.2393116,126.773212,4
37.2393259,126.7732214,4
37.2393456,126.773234,4
37.239364,126.7732458,4
37.2393808,126.7732568,4
37.2393941,126.7732657,4
37.2394124,126.7732779,4
37.2394266,126.7732873,4
37.2394454,126.7732999,4
37.2394625,126.7733113,4
37.2394766,126.7733207,4
*
37.2402858,126.7733649,3
37.2402761,126.7733878,3
37.2402673,126.7734085,3
37.2402569,126.7734335,3
37.2402476,126.7734555,3
37.2402367,126.7734816,3
*
37.2402931,126.7738569,3
37.2403092,126.7738673,3
37.2403277,126.7738795,3
37.2403424,126.7738891,3
37.2403608,126.7739013,3
37.2403785,126.7739132,3
37.2403988,126.7739269,3
37.2404259,126.7739451,3
37.24045,126.7739611,3
*
37.2413593,126.7744625,3
37.2413914,126.7744683,3
37.2414152,126.7744715,3
37.2414404,126.774474,3
37.2414665,126.7744755,3
37.2414865,126.7744763,3
37.2415145,126.774477,3
37.2415344,126.7744775,3
37.2415583,126.7744772,3
*
37.2423176,126.774461,3
37.2423388,126.7744597,3
37.2423546,126.774459,3
37.2423736,126.7744584,3
37.2423966,126.7744583,3
37.2424192,126.7744576,3
37.2424407,126.7744569,3
*
37.2427912,126.7744049,3
37.2428047,126.7743887,3
37.2428152,126.7743713,3
37.2428249,126.7743462,3
37.2428284,126.7743129,3
37.2428278,126.7742851,3
37.2428267,126.7742596,3
37.2428259,126.7742311,3
37.2428224,126.7741998,3
37.2428135,126.7741639,3
37.2428043,126.7741304,3
37.2427949,126.7740949,3
37.2427903,126.7740632,3
37.2427888,126.7740371,3
*
37.2416649,126.7739433,3
37.2416651,126.7739784,3
37.2416656,126.7740089,3
37.2416662,126.7740359,3
37.2416672,126.7740676,3
37.2416673,126.7740904,3
37.2416676,126.7741176,3
37.241668,126.7741422,3
37.2416685,126.7741612,3
37.2416694,126.7741995,3
37.2416701,126.7742248,3
*
37.2408697,126.7741412,3
37.2408498,126.7741291,3
37.2408293,126.7741165,3
37.2408062,126.7741025,3
37.2407765,126.7740831,3
37.2407576,126.7740707,3
37.2407363,126.774057,3
37.2407134,126.7740422,3
